# DERIVED — do not hand-edit. Regenerate with the generator in
# read-checked-set-generator.patch (issue 114 part 2), applied on a rev with the
# statement seams, then: cargo test -p store --lib emit_checked_set -- --nocapture
#
# generated-from-rev	e51b88e
# Re-generated at e51b88e (the live rev: #16 "lots drives its own stream") against the
# 3c5ae52 output: 44 pairs, 0 added, 0 removed, 10 CHANGED — every change in `lots`.
#
# The previous stamp (3c5ae52) predated #16, so for the whole `lots` collection the
# plan gate was checking a statement the builder no longer emits. #16 replaced the
# JOIN-and-filter shape (FROM lots l JOIN tenders t JOIN tender_versions v JOIN
# tender_version_lots vl) with a lots-driven scan carrying correlated subqueries.
#
# TEN changed, not eleven — `lots|tender` is a DIFFERENT builder (it drives from
# tender_version_lots for one known tender) and #16 did not touch it. Verified rather
# than assumed by diffing it explicitly: it is byte-identical across the two revs. The
# distinction matters — "the whole collection was dead" and "ten of its eleven rows
# were" are different claims, and only the second one is true.
#
# NOTE the staleness check (section E diffs read.rs between this rev and the serving
# rev) is deliberately COARSER than the set it guards: it fires on any read.rs change,
# including ones that leave every statement identical. That is the safe direction — it
# says "I cannot establish this is current" rather than guessing — but it does mean a
# no-input after any read.rs edit until someone re-runs the generator. The remedy is
# cheap and documented; do not "fix" it by loosening the check.
#
# The cursor axis (after=0 vs after>0) is omitted: it is a BOUND PARAMETER in every
# builder, so it never changes the statement text. Re-verified at THIS rev, not
# inherited — the generator emits both phases and all 44 pairs matched (0 mismatches).
#
# collection	filter	sql
lots	winner	SELECT l.id, l.tender_id, l.lot_key, (SELECT vl.kind FROM tender_version_lots vl WHERE vl.tender_id = l.tender_id AND vl.seq = (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = l.tender_id) AND vl.lot_id = l.id), (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = l.tender_id) FROM lots l WHERE EXISTS (SELECT 1 FROM tender_version_lots vl WHERE vl.tender_id = l.tender_id AND vl.seq = (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = l.tender_id) AND vl.lot_id = l.id) AND EXISTS (SELECT 1 FROM tender_version_result_winners w WHERE w.tender_id = l.tender_id AND w.seq = (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = l.tender_id) AND w.organization_id = ?) AND l.id > ? ORDER BY l.id LIMIT ?
notices	buyer	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND id > ? ORDER BY id LIMIT ?
notices	country	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND id > ? ORDER BY id LIMIT ?
notices	cpv	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND id > ? ORDER BY id LIMIT ?
notices	kind	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND profile = ? AND id > ? ORDER BY id LIMIT ?
notices	max_value	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND id > ? ORDER BY id LIMIT ?
notices	min_value	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND id > ? ORDER BY id LIMIT ?
notices	none	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND id > ? ORDER BY id LIMIT ?
notices	source	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND source = ? AND id > ? ORDER BY id LIMIT ?
notices	status	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND id > ? ORDER BY id LIMIT ?
notices	tender	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND id > ? ORDER BY id LIMIT ?
notices	winner	SELECT id, source, publication_id, content_hash, profile, declared_version, member_path, ingested_at, parse_state, published_at, dispatched_at FROM notices WHERE 1 = 1 AND id > ? ORDER BY id LIMIT ?
organizations	buyer	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.id = ? AND o.id > ? ORDER BY o.id LIMIT ?
organizations	country	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.country = ? AND o.id > ? ORDER BY o.id LIMIT ?
organizations	cpv	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.id > ? ORDER BY o.id LIMIT ?
organizations	kind	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.identifier_kind = ? AND o.id > ? ORDER BY o.id LIMIT ?
organizations	max_value	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.id > ? ORDER BY o.id LIMIT ?
organizations	min_value	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.id > ? ORDER BY o.id LIMIT ?
organizations	none	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.id > ? ORDER BY o.id LIMIT ?
organizations	source	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.id > ? ORDER BY o.id LIMIT ?
organizations	status	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.id > ? ORDER BY o.id LIMIT ?
organizations	tender	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.id > ? ORDER BY o.id LIMIT ?
organizations	winner	SELECT o.id, o.name, o.country, o.identifier_kind, o.identifier, o.provisional, (SELECT COUNT(*) FROM organization_mentions m WHERE m.organization_id = o.id) FROM organizations o WHERE 1 = 1 AND o.id > ? ORDER BY o.id LIMIT ?
tenders	buyer	SELECT t.id, t.source, t.procedure_key, t.kind, v.seq, v.published_at, v.publication_id, v.notice_subtype, (SELECT s.value FROM tender_version_texts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'title' ORDER BY (s.lot_id IS NULL) DESC, (s.lang = 'ENG') DESC LIMIT 1), (SELECT MAX(a.cents) FROM tender_version_amounts a WHERE a.tender_id = t.id AND a.seq = v.seq), (SELECT s.currency FROM tender_version_amounts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 ORDER BY s.cents DESC LIMIT 1), (SELECT s.utc_seconds FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.offset_minutes FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.has_time FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT COUNT(*) FROM tender_version_lots l WHERE l.tender_id = t.id AND l.seq = v.seq), v.dispatched_at, (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'cpv'), (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'nuts') FROM tenders t JOIN tender_versions v ON v.tender_id = t.id AND v.seq = (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = t.id) WHERE 1 = 1 AND EXISTS (SELECT 1 FROM tender_version_parties p WHERE p.tender_id = t.id AND p.seq = v.seq AND p.organization_id = ? AND p.role LIKE '%Buyer%') AND t.id > ? ORDER BY t.id LIMIT ?
tenders	country	SELECT t.id, t.source, t.procedure_key, t.kind, v.seq, v.published_at, v.publication_id, v.notice_subtype, (SELECT s.value FROM tender_version_texts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'title' ORDER BY (s.lot_id IS NULL) DESC, (s.lang = 'ENG') DESC LIMIT 1), (SELECT MAX(a.cents) FROM tender_version_amounts a WHERE a.tender_id = t.id AND a.seq = v.seq), (SELECT s.currency FROM tender_version_amounts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 ORDER BY s.cents DESC LIMIT 1), (SELECT s.utc_seconds FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.offset_minutes FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.has_time FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT COUNT(*) FROM tender_version_lots l WHERE l.tender_id = t.id AND l.seq = v.seq), v.dispatched_at, (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'cpv'), (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'nuts') FROM tenders t JOIN tender_versions v ON v.tender_id = t.id AND v.seq = (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = t.id) WHERE 1 = 1 AND EXISTS (SELECT 1 FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'nuts' AND c.code LIKE ?) AND t.id > ? ORDER BY t.id LIMIT ?
tenders	cpv	SELECT t.id, t.source, t.procedure_key, t.kind, v.seq, v.published_at, v.publication_id, v.notice_subtype, (SELECT s.value FROM tender_version_texts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'title' ORDER BY (s.lot_id IS NULL) DESC, (s.lang = 'ENG') DESC LIMIT 1), (SELECT MAX(a.cents) FROM tender_version_amounts a WHERE a.tender_id = t.id AND a.seq = v.seq), (SELECT s.currency FROM tender_version_amounts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 ORDER BY s.cents DESC LIMIT 1), (SELECT s.utc_seconds FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.offset_minutes FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.has_time FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT COUNT(*) FROM tender_version_lots l WHERE l.tender_id = t.id AND l.seq = v.seq), v.dispatched_at, (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'cpv'), (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'nuts') FROM tenders t JOIN tender_versions v ON v.tender_id = t.id AND v.seq = (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = t.id) WHERE 1 = 1 AND EXISTS (SELECT 1 FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'cpv' AND c.code LIKE ?) AND t.id > ? ORDER BY t.id LIMIT ?
tenders	kind	SELECT t.id, t.source, t.procedure_key, t.kind, v.seq, v.published_at, v.publication_id, v.notice_subtype, (SELECT s.value FROM tender_version_texts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'title' ORDER BY (s.lot_id IS NULL) DESC, (s.lang = 'ENG') DESC LIMIT 1), (SELECT MAX(a.cents) FROM tender_version_amounts a WHERE a.tender_id = t.id AND a.seq = v.seq), (SELECT s.currency FROM tender_version_amounts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 ORDER BY s.cents DESC LIMIT 1), (SELECT s.utc_seconds FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.offset_minutes FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.has_time FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT COUNT(*) FROM tender_version_lots l WHERE l.tender_id = t.id AND l.seq = v.seq), v.dispatched_at, (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'cpv'), (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'nuts') FROM tenders t JOIN tender_versions v ON v.tender_id = t.id AND v.seq = (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = t.id) WHERE 1 = 1 AND t.kind = ? AND t.id > ? ORDER BY t.id LIMIT ?
tenders	max_value	SELECT t.id, t.source, t.procedure_key, t.kind, v.seq, v.published_at, v.publication_id, v.notice_subtype, (SELECT s.value FROM tender_version_texts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'title' ORDER BY (s.lot_id IS NULL) DESC, (s.lang = 'ENG') DESC LIMIT 1), (SELECT MAX(a.cents) FROM tender_version_amounts a WHERE a.tender_id = t.id AND a.seq = v.seq), (SELECT s.currency FROM tender_version_amounts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 ORDER BY s.cents DESC LIMIT 1), (SELECT s.utc_seconds FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.offset_minutes FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.has_time FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT COUNT(*) FROM tender_version_lots l WHERE l.tender_id = t.id AND l.seq = v.seq), v.dispatched_at, (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'cpv'), (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'nuts') FROM tenders t JOIN tender_versions v ON v.tender_id = t.id AND v.seq = (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = t.id) WHERE 1 = 1 AND (SELECT MAX(a.cents) FROM tender_version_amounts a WHERE a.tender_id = t.id AND a.seq = v.seq) <= ? AND t.id > ? ORDER BY t.id LIMIT ?
tenders	min_value	SELECT t.id, t.source, t.procedure_key, t.kind, v.seq, v.published_at, v.publication_id, v.notice_subtype, (SELECT s.value FROM tender_version_texts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'title' ORDER BY (s.lot_id IS NULL) DESC, (s.lang = 'ENG') DESC LIMIT 1), (SELECT MAX(a.cents) FROM tender_version_amounts a WHERE a.tender_id = t.id AND a.seq = v.seq), (SELECT s.currency FROM tender_version_amounts s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 ORDER BY s.cents DESC LIMIT 1), (SELECT s.utc_seconds FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.offset_minutes FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT s.has_time FROM tender_version_dates s WHERE s.tender_id = t.id AND s.seq = v.seq AND 1 = 1 AND s.field = 'submission_deadline' ORDER BY s.utc_seconds DESC LIMIT 1), (SELECT COUNT(*) FROM tender_version_lots l WHERE l.tender_id = t.id AND l.seq = v.seq), v.dispatched_at, (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'cpv'), (SELECT group_concat(DISTINCT c.code) FROM tender_version_classifications c WHERE c.tender_id = t.id AND c.seq = v.seq AND c.scheme = 'nuts') FROM tenders t JOIN tender_versions v ON v.tender_id = t.id AND v.seq = (SELECT MAX(x.seq) FROM tender_versions x WHERE x.tender_id = t.id) WHERE 1 = 1 AND (SELECT MAX(a.cents) FROM tender_version_amounts a WHERE a.tender_id = t.id AND a.seq = v.seq) >= ? AND t.id > ? ORDER BY t.id LIMIT ?
